model,column,block,metric,value,ratio_to_base,n_windows,eval_seed
base,val_base,val,forecast/mae,0.39864295721054077,1.0,926,8
ft_0,val_base,val,forecast/mae,0.6493540406227112,1.6289113575879854,926,8
ft_1,val_base,val,forecast/mae,0.47477689385414124,1.1909827710900478,926,8
merged,val_base,val,forecast/mae,0.4345661997795105,1.0901138272210766,926,8
base,val_base,val,forecast/mse,0.5826379656791687,1.0,926,8
ft_0,val_base,val,forecast/mse,0.7736331820487976,1.3278111410865405,926,8
ft_1,val_base,val,forecast/mse,0.640631914138794,1.0995368511422405,926,8
merged,val_base,val,forecast/mse,0.5476941466331482,0.9400248162591203,926,8
base,val_base,val,forecast/rmse,0.7633072550940209,1.0,926,8
ft_0,val_base,val,forecast/rmse,0.8795642000722844,1.1523068780001882,926,8
ft_1,val_base,val,forecast/rmse,0.8003948488957147,1.0485880273693002,926,8
merged,val_base,val,forecast/rmse,0.7400636098560368,0.969548769407254,926,8
base,val_0,val,forecast/mae,0.31422340869903564,1.0,403,8
ft_0,val_0,val,forecast/mae,0.29253479838371277,0.9309771019125558,403,8
ft_1,val_0,val,forecast/mae,0.4116378426551819,1.3100164763645923,403,8
merged,val_0,val,forecast/mae,0.28706851601600647,0.9135809365843961,403,8
base,val_0,val,forecast/mse,0.17019274830818176,1.0,403,8
ft_0,val_0,val,forecast/mse,0.14676059782505035,0.8623199242267308,403,8
ft_1,val_0,val,forecast/mse,0.2646866738796234,1.5552171083125932,403,8
merged,val_0,val,forecast/mse,0.14756456017494202,0.8670437585726916,403,8
base,val_0,val,forecast/rmse,0.41254423800143153,1.0,403,8
ft_0,val_0,val,forecast/rmse,0.38309345834280484,0.9286118264521137,403,8
ft_1,val_0,val,forecast/rmse,0.5144770878082165,1.2470834407980056,403,8
merged,val_0,val,forecast/rmse,0.384141328387017,0.931151845067544,403,8
base,val_1,val,forecast/mae,0.7886053919792175,1.0,403,8
ft_0,val_1,val,forecast/mae,1.2212858200073242,1.5486653178241385,403,8
ft_1,val_1,val,forecast/mae,0.3449171185493469,0.4373760591259522,403,8
merged,val_1,val,forecast/mae,0.5362935662269592,0.6800531313652144,403,8
base,val_1,val,forecast/mse,0.9107089638710022,1.0,403,8
ft_0,val_1,val,forecast/mse,2.3696656227111816,2.60200098683429,403,8
ft_1,val_1,val,forecast/mse,0.2094731479883194,0.23001107521545194,403,8
merged,val_1,val,forecast/mse,0.47275373339653015,0.5191051720706392,403,8
base,val_1,val,forecast/rmse,0.9543107271067439,1.0,403,8
ft_0,val_1,val,forecast/rmse,1.539371827308523,1.6130719100010047,403,8
ft_1,val_1,val,forecast/rmse,0.4576823658262566,0.47959469890257533,403,8
merged,val_1,val,forecast/rmse,0.6875708933604812,0.7204895364060738,403,8
base,test,test,forecast/mae,0.6207383275032043,1.0,3365,8
ft_0,test,test,forecast/mae,0.48945513367652893,0.7885047724461678,3365,8
ft_1,test,test,forecast/mae,0.44259124994277954,0.713007768866173,3365,8
merged,test,test,forecast/mae,0.3859606683254242,0.6217767636128958,3365,8
standard,test,test,forecast/mae,0.2555416524410248,0.41167371357410765,3365,8
base,test,test,forecast/mse,0.7476866245269775,1.0,3365,8
ft_0,test,test,forecast/mse,0.5184347033500671,0.6933850176577037,3365,8
ft_1,test,test,forecast/mse,0.31051725149154663,0.41530400746167523,3365,8
merged,test,test,forecast/mse,0.25656381249427795,0.34314350969778623,3365,8
standard,test,test,forecast/mse,0.12647424638271332,0.16915408439027113,3365,8
base,test,test,forecast/rmse,0.8646887443045489,1.0,3365,8
ft_0,test,test,forecast/rmse,0.720024099145346,0.8326974346410007,3365,8
ft_1,test,test,forecast/rmse,0.5572407482332449,0.6444408486910767,3365,8
merged,test,test,forecast/rmse,0.5065212853318979,0.5857845249729513,3365,8
standard,test,test,forecast/rmse,0.35563217849726886,0.4112834599035939,3365,8
